date,exercise,sets,reps,each_side,is_timed,weight,weight_unit,reps_raw,weight_raw,cardio_distance,cardio_duration,cardio_pace,cardio_raw,source_file
2025-11-30,elevated,,,False,False,,,,,,,,,1-10.pdf.json
2025-11-30,pulldown,,,False,False,,,,,,,,,1-10.pdf.json
2025-11-30,scapular push ups,,,False,False,,,,,,,,,1-10.pdf.json
2025-12-02,! AB Front Rows,,,False,False,0.0,blue_band,,Blue Band,,,,,1-10.pdf.json
2025-12-02,1 Deadhangs + One-Arm Deadhangs,,,False,False,,,,,,,,,1-10.pdf.json
2025-12-02,1 Laying DB Ice cream Scoops,,,False,False,20.0,lbs,,20 lbs.,,,,,1-10.pdf.json
2025-12-02,1 Power Pull ups,,,False,False,,,,,,,,,1-10.pdf.json
2025-12-02,RB Full Aparts,,,False,False,0.0,orange_band,,Orange Band,,,,,1-10.pdf.json
2025-12-02,Straight Arm Raises,,,False,False,,,,,,,,,1-10.pdf.json
2025-12-02,Weighted Pull Ups,,,False,False,40.0,lbs,,40 lbs.,,,,,1-10.pdf.json
2025-12-03,. Elevated Ake Push ups,,,False,False,,,,,,,,,1-10.pdf.json
2025-12-03,1 Booty Builder .,,,False,False,,,,,,,,,1-10.pdf.json
2025-12-03,1 SB Hamstring Curls,,,False,False,,,,,,,,,1-10.pdf.json
2025-12-03,1 Seated Leg,,,False,False,,,,,,,,,1-10.pdf.json
2025-12-03,Abductors,,,False,False,120.0,lbs,,"140, 120 lbs.",,,,,1-10.pdf.json
2025-12-03,Bulgarians,,,False,False,86.0,lbs,,"26, 86 lbs.",,,,,1-10.pdf.json
2025-12-03,Extensions,,,False,False,100.0,lbs,,100 lbs.,,,,,1-10.pdf.json
2025-12-03,Prone Leg Curls,,,False,False,,,,,,,,,1-10.pdf.json
2025-12-03,Seated Hip,,,False,False,,,,,,,,,1-10.pdf.json
2025-12-04,1 Elevated Pike Pushups,,,False,False,,,,,,,,,1-10.pdf.json
2025-12-04,1 Scapular pushups,,,False,False,,,,,,,,,1-10.pdf.json
2025-12-04,1 Tuck Planche,,,False,False,,,,,,,,,1-10.pdf.json
2025-12-04,1 Weighted Dips,,,False,False,45.0,lbs,,45 lbs.,,,,,1-10.pdf.json
2025-12-04,DB Lateral Shoulder to Planche Walks,,,False,False,,,,,,,,,1-10.pdf.json
2025-12-04,DB Shoulder Shrugs,,,False,False,15.0,lbs,,15 lbs .,,,,,1-10.pdf.json
2025-12-04,Ext . / Int. Cable Rotations,,,False,False,7.5,lbs,,7.5 lbs,,,,,1-10.pdf.json
2025-12-04,Holds,,,False,False,,,,,,,,,1-10.pdf.json
2025-12-04,Leans,,,False,False,,,,,,,,,1-10.pdf.json
2025-12-04,Nall Pseudo Planche,,,False,False,,,,,,,,,1-10.pdf.json
2025-12-04,Raises,,,False,False,15.0,lbs,,15 16s.,,,,,1-10.pdf.json
2025-12-04,Wall Handstand,,,False,False,,,,,,,,,1-10.pdf.json
2025-12-07,1 Ext/ Int. rotations,,,False,False,,,,,,,,,1-10.pdf.json
2025-12-07,DE straight Am,,,False,False,,,,,,,,,1-10.pdf.json
2025-12-07,Internal Shoulder Rotations RB,,,False,False,,,,,,,,,1-10.pdf.json
2025-12-07,L-sits paralletes,,,False,False,,,,,,,,,1-10.pdf.json
2025-12-07,Pseudo Planche Raises (Laying ) Dips,,,False,False,20.0,lbs,,20 lbs.,,,,,1-10.pdf.json
2025-12-07,RB scapular,,,False,False,,,,,,,,,1-10.pdf.json
2025-12-07,Wall Handstand Holds,,,False,False,,,,,,,,,1-10.pdf.json
2025-12-07,pushups,,,False,False,,,,,,,,,1-10.pdf.json
2025-12-08,( abs ),,,False,False,,,,,,,,,1-10.pdf.json
2025-12-08,Cossack Squat,,,False,False,35.0,lbs,,35 lbs.,,,,,1-10.pdf.json
2025-12-08,Curls,,,False,False,,,,,,,,,1-10.pdf.json
2025-12-08,DB SL Calf Raises,,,False,False,,,,,,,,,1-10.pdf.json
2025-12-08,KB Swings,,,False,False,,,,,,,,,1-10.pdf.json
2025-12-08,Laying Side Leg Raises RB,,,False,False,,,,,,,,,1-10.pdf.json
2025-12-08,Pike to Knee Pucks,,,False,False,,,,,,,,,1-10.pdf.json
2025-12-08,SB Hamstring,,,False,False,,,,,,,,,1-10.pdf.json
2025-12-09,Airwalk Pullups,,,False,False,,,,,,,,,1-10.pdf.json
2025-12-09,Dead hangs,,,False,False,,,,,,,,,1-10.pdf.json
2025-12-09,Deadhang Leg Lifts,,,False,False,,,,,,,,,1-10.pdf.json
2025-12-09,Ext / Int. Rotation:,,,False,False,,,,,,,,,1-10.pdf.json
2025-12-09,Ice Cream Scoops,,,False,False,,,,,,,,,1-10.pdf.json
2025-12-09,Pullups w/,,,False,False,,,,,,,,,1-10.pdf.json
2025-12-09,Rows ( Neutral ),,,False,False,,,,,,,,,1-10.pdf.json
2025-12-09,Seated SA Front,,,False,False,,,,,,,,,1-10.pdf.json
2025-12-09,Shoulder shrugs,,,False,False,,,,,,,,,1-10.pdf.json
2025-12-09,Slow Descent,,,False,False,,,,,,,,,1-10.pdf.json
2025-12-10,Booty Builder,,,False,False,264.0,lbs,,"164, 748, 264lbs.",,,,,1-10.pdf.json
2025-12-10,SB Hamstring Curls,,,False,False,,,,,,,,,1-10.pdf.json
2025-12-10,SL DB Calf Raises,,,False,False,,,,,,,,,1-10.pdf.json
2025-12-10,seated Hip Abductions,,,False,False,130.0,lbs,,"115, 130 lbs.",,,,,1-10.pdf.json
2025-12-11,Elevated Pike,,,False,False,,,,,,,,,1-10.pdf.json
2025-12-11,Ext / Int.,,,False,False,,,,,,,,,1-10.pdf.json
2025-12-11,Holds,,,False,False,,,,,,,,,1-10.pdf.json
2025-12-11,Pushups,,,False,False,,,,,,,,,1-10.pdf.json
2025-12-11,Rotations,,,False,False,5.0,lbs,,5 lbs-,,,,,1-10.pdf.json
2025-12-11,"Tri , wide , Tri , Wide , Air. reg pushups",,,False,False,,,,,,,,,1-10.pdf.json
2025-12-11,Upright Leg Lifts,,,False,False,,,,,,,,,1-10.pdf.json
2025-12-11,Wall Hanstand,,,False,False,,,,,,,,,1-10.pdf.json
2025-12-16,DB Bicep Carls,,,False,False,30.0,lbs,,30 lbs .,,,,,1-10.pdf.json
2025-12-16,Deadhangs + One-arm deadhangs,,,False,False,,,,,,,,,1-10.pdf.json
2025-12-16,Ice Cream,,,False,False,,,,,,,,,1-10.pdf.json
2025-12-16,Power Pullups,,,False,False,,,,,,,,,1-10.pdf.json
2025-12-16,Pullups,,,False,False,,,,,,,,,1-10.pdf.json
2025-12-16,Scoops,,,False,False,,,,,,,,,1-10.pdf.json
2025-12-16,Slow pullups,,,False,False,40.0,lbs,,40 lbs.,,,,,1-10.pdf.json
2025-12-16,Tricep Kickbacks,,,False,False,15.0,lbs,,15 lbs.,,,,,1-10.pdf.json
,! Handstand Push up,,,False,False,,,,,,,,,1-10.pdf.json
,1 Booty Builder Heels to Heaven,,,False,False,198.0,lbs,,"198 lbs, 231 lbs.",,,,,1-10.pdf.json
,1 Prendo Planche Slides,,,False,False,,,,,,,,,1-10.pdf.json
,1 Seated Hip,,,False,False,,,,,,,,,1-10.pdf.json
,1 Wall Handstand,,,False,False,,,,,,,,,1-10.pdf.json
,1 Wall Pseudo Planche Holds,,,False,False,,,,,,,,,1-10.pdf.json
,10 /23/25,,,False,False,,,,,,,,,1-10.pdf.json
,10/ 24/25,,,False,False,,,,,,,,,1-10.pdf.json
,11 /25/25,,,False,False,,,,,,,,,1-10.pdf.json
,12 / 14 / 25,,,False,False,,,,,,,,,1-10.pdf.json
,8123/25,,,False,False,,,,,,,,,1-10.pdf.json
,9 /18/25,,,False,False,,,,,,,,,1-10.pdf.json
,Abduction,,,False,False,135.0,lbs,,"135 lbs, 145 lbs.",,,,,1-10.pdf.json
,Adductions,,,False,False,130.0,lbs,,130 lbs.,,,,,1-10.pdf.json
,Around the Worlds KB,,,False,False,35.0,lbs,,35 16s.,,,,,1-10.pdf.json
,Back lever,,,False,False,,,,,,,,,1-10.pdf.json
,Booty Builder,,,False,False,231.0,lbs,,231 lbs.,,,,,1-10.pdf.json
,Booty Builder,,,False,False,,,,,,,,,1-10.pdf.json
,Bulgarians,,,False,False,,,,,,,,,1-10.pdf.json
,Calf Press,,,False,False,,,,,,,,,1-10.pdf.json
,Cartwheels,,,False,False,,,,,,,,,1-10.pdf.json
,Curls,,,False,False,,,,,,,,,1-10.pdf.json
,DB Laying Straight -Arm,,,False,False,,,,,,,,,1-10.pdf.json
,DB Shoulder,,,False,False,,,,,,,,,1-10.pdf.json
,Elevated Pike,,,False,False,,,,,,,,,1-10.pdf.json
,Ext.,,,False,False,115.0,lbs,,115 lbs.,,,,,1-10.pdf.json
,Ext/ Int. Rotations,,,False,False,7.5,lbs,,7.5 lbs .,,,,,1-10.pdf.json
,Fires,,,False,False,90.0,lbs,,90 lbs.,,,,,1-10.pdf.json
,Handstand,,,False,False,,,,,,,,,1-10.pdf.json
,Leg Extensions,,,False,False,100.0,lbs,,100 lbs.,,,,,1-10.pdf.json
,Planche slides,,,False,False,,,,,,,,,1-10.pdf.json
,Prone Leg Curls,,,False,False,0.0,lbs,,",00 lbs.",,,,,1-10.pdf.json
,Pseudo Planche,,,False,False,,,,,,,,,1-10.pdf.json
,Pull ups + Pull ups Air Walk,,,False,False,,,,,,,,,1-10.pdf.json
,Pushups,,,False,False,,,,,,,,,1-10.pdf.json
,Quad. Ext. pull ups,,,False,False,0.0,bodyweight,,BW,,,,,1-10.pdf.json
,Raise Tiro,,,False,False,10.0,lbs,,10 lbs.,,,,,1-10.pdf.json
,Raises,,,False,False,20.0,lbs,,2016s.,,,,,1-10.pdf.json
,Reverse Langes,,,False,False,45.0,lbs,,45168.,,,,,1-10.pdf.json
,SB Hamstring,,,False,False,,,,,,,,,1-10.pdf.json
,SL Calf praises,,,False,False,35.0,lbs,,35 lbs .,,,,,1-10.pdf.json
,Scapular Push Ups,,,False,False,,,,,,,,,1-10.pdf.json
,Seated Hip Adduction,,,False,False,100.0,lbs,,"100 lbs, 115 lbs.",,,,,1-10.pdf.json
,Seated Hip Pushups,,,False,False,,,,,,,,,1-10.pdf.json
,Seated Rear Delt,,,False,False,,,,,,,,,1-10.pdf.json
,Slow Handstand,,,False,False,,,,,,,,,1-10.pdf.json
,Triceps Pulldown,,,False,False,45.0,lbs,,45 16s,,,,,1-10.pdf.json
,Tuck Front Lever Hold,,,False,False,,,,,,,,,1-10.pdf.json
,arow-pose,,,False,False,,,,,,,,,1-10.pdf.json
,attempt + Dike push ups Weighted Dips,,,False,False,45.0,lbs,,45 lbs.,,,,,1-10.pdf.json
,cable row bar,,,False,False,,,,,,,,,1-10.pdf.json
,seated Quad,,,False,False,,,,,,,,,1-10.pdf.json
,shoulder Shrugs,,,False,False,10.0,lbs,,10 lbs.,,,,,1-10.pdf.json
,stides,,,False,False,,,,,,,,,1-10.pdf.json
